Nombre de la función;Total de versiones;Tamaño total usado (MB)
andesoms-fulfillments-dev-CompleteFulfillmentInvoke;2;27.087.574.005.126.900
beflow-backend-orders-ts-demo-reportByFulfillment;2;33.706.607.818.603.500
beflow-backend-orders-ts-demo-reportCreateCsv;2;3.370.633.125.305.170
andesoms-fulfillments-dev-GetShippingPrice;2;2.840.770.721.435.540
andesoms-fulfillments-dev-ChangeFulfillmentCourier;2;26.707.534.790.039.000
beflow-backend-orders-ts-demo-orderPreferencesServices;2;32.358.579.635.620.100
beflow-backend-siesa-demo-SiesaDocumentCreditNote;2;5.643.155.097.961.420
andesoms-fulfillments-dev-GetMassiveManifestsInOnePdf;2;36.670.360.565.185.500
andesoms-helpers-demo-getAddressMappings;2;21.601.953.506.469.700
beflow-backend-siesa-dev-SiesaDocumentCreate;2;8.540.379.524.230.950
backend-interactions-ts-dev-UploadDocument;2;8.929.149.627.685.540
beflow-backend-orders-ts-prod-changeStatusMultiple;2;3.199.610.710.144.040
andesoms-order-ingestion-dev-PreIngestionWebhook;2;324.468.355.178.833
andesoms-order-ingestion-dev-Webhook;2;324.468.355.178.833
andesoms-fulfillments-dev-GenerateSummaryEnviame;2;29.138.107.299.804.600
andesoms-orders-demo-GetAll;2;0.008928298950195312
andesoms-payments-prod-GetStripePlans;2;4.449.245.452.880.850
andesoms-helpers-prod-getAddressMappings;2;21.601.953.506.469.700
andesoms-fulfillments-dev-RetryShippingCreationMassiveTags;2;26.772.518.157.958.900
andesoms-fulfillments-dev-UpdateFulfillment;2;2.671.712.875.366.210
andesoms-fulfillments-dev-CreateFulfillmentList;2;2.669.351.577.758.780
beflow-backend-siesa-demo-SiesaDocumentCreateSF;2;5.643.087.387.084.960
andesoms-fulfillments-dev-GetOneFulfillment;2;26.704.654.693.603.500
andesoms-order-ingestion-dev-notifyESB;2;324.468.355.178.833
andesoms-fulfillments-dev-CancelFulfillmentFromEvent;2;2.675.161.361.694.330
andescc-slack-notifications-demo-Notify;2;0.18201828002929688
andesoms-order-ingestion-dev-WebhookShopifyRefund;2;324.468.355.178.833
andesoms-fulfillments-dev-CreateFulfillmentSF;2;269.085.693.359.375
beflow-backend-siesa-dev-SiesaDocumentCreditNoteSF;2;854.047.679.901.123
LambdaProxy-dev-JSONtoXML;2;0.2261676788330078
andesoms-order-ingestion-dev-registerLineItemsSF;2;324.468.355.178.833
andesoms-order-ingestion-dev-MultivendeOauth;2;324.468.355.178.833
andescc-testapi-demo-GetAll;2;3.485.536.766.052.240
andesoms-fulfillments-dev-DeliveriesScanPackage;2;26.723.976.135.253.900
andesoms-fulfillments-dev-CreateShippingSQS;2;2.867.900.848.388.670
beflow-backend-orders-ts-dev-orderStatusChangeV5;2;4.018.393.516.540.520
beflow-backend-orders-ts-prod-orderPreferencesServices;2;32.359.228.134.155.200
andesoms-order-ingestion-dev-OrderIngestionSF;2;324.468.355.178.833
andesoms-fulfillments-dev-ObtainMassiveTicketsInOnePdf;2;36.675.872.802.734.300
andesoms-payments-prod-CreateStripeSession;2;4.449.245.452.880.850
andesoms-fulfillments-dev-ChangeCourier;2;2.670.398.712.158.200
andesoms-fulfillments-dev-RetryShippingCreationSQS;2;26.766.700.744.628.900
beflow-backend-orders-ts-demo-orderStatusChangeV5;2;395.941.162.109.375
andescc-testapi-demo-GetOne;2;3.485.536.766.052.240
andesoms-fulfillments-dev-BatchDeliverFulfillment;2;35.452.022.552.490.200
andescc-state-machines-demo-AutoReleaseMascotasSF;2;4.672.439.765.930.170
backend-interactions-ts-dev-Fulfilled;2;8.929.149.627.685.540
andescc-tracking-prod-PushTrackingWebhook;2;6.673.429.489.135.740
andescc-testapi-prod-Create;2;359.981.746.673.584
andesoms-orders-prod-GetAll;2;10.328.662.490.844.700
andesoms-fulfillments-dev-GetBatchFulfillments;2;26.701.087.951.660.100
andesoms-fulfillments-dev-GetFulfillmentList;2;26.693.687.438.964.800
andesoms-fulfillments-dev-ReplaceItemsFulfillment;2;2.672.626.495.361.320
andesoms-order-ingestion-dev-registerLineItems;2;324.468.355.178.833
beflow-backend-orders-ts-dev-reportByOrder;2;3.413.238.525.390.620
andesoms-fulfillments-dev-PickupToDeliver;2;26.874.256.134.033.200
beflow-backend-orders-ts-prod-cancelFulfillmentEvent;2;31.985.044.479.370.100
beflow-backend-logs-demo-services;2;3.230.724.334.716.790
beflow-backend-siesa-dev-siesaServices;2;10.889.312.744.140.600
andesoms-order-ingestion-dev-connectedOrderSF;2;324.468.355.178.833
beflow-backend-logs-prod-services;2;3.230.724.334.716.790
andes-oms-dynamodb-performance-test-dev-Create;2;0.6568927764892578
beflow-backend-orders-ts-prod-reportByOrder;2;33.707.809.448.242.100
lambda-pdf-prod-GenerateChangeTicket;2;9.474.588.584.899.900
backend-interactions-ts-dev-InProgress;2;8.929.149.627.685.540
andesoms-fulfillments-dev-ScanFulfillmentStatus;2;26.707.324.981.689.400
andesoms-fulfillments-dev-GetBatchDelivers;2;26.695.995.330.810.500
andesoms-fulfillments-dev-DeliverFulfillment;2;26.700.897.216.796.800
andescc-testapi-demo-Remove;2;3.485.536.766.052.240
andescc-testapi-demo-Update;2;3.485.536.766.052.240
andesoms-orders-prod-RemoteCancelOrder;1;5.164.331.245.422.360
andesoms-orders-prod-GetManualIncidences;1;5.164.331.245.422.360
andesoms-orders-prod-GetOrderDocument;1;5.164.331.245.422.360
andesoms-orders-dev-ChangeStoreV2;1;0.01683330535888672
andesoms-orders-demo-FindByFilters;1;0.005087852478027344
andesoms-orders-dev-GetAllOrderDocuments;1;0.002582550048828125
andesoms-orders-dev-ChangeStatusRemoteServiceV4;1;0.02722644805908203
beflow-courier-interactions-dev-createDeliveryOrderBeFlow;1;4.090.672.492.980.950
beflow-courier-interactions-dev-createDeliveryOrderPedidosYa;1;4.090.822.219.848.630
andesoms-orders-dev-OrdersConfigurationUpdate;1;0.0025224685668945312
andesoms-orders-demo-GetOne;1;0.0035114288330078125
andesoms-orders-demo-ChangeSacStatus;1;0.003173828125
andesoms-orders-demo-CancelItemFromMonitor;1;0.01808929443359375
andesoms-orders-prod-ChangeCourier;1;5.164.331.245.422.360
andesoms-orders-dev-Update;1;0.0035142898559570312
andesoms-orders-prod-GetAllOrderDocuments;1;5.164.331.245.422.360
beflow-courier-interactions-dev-cancelDeliveryOrderApi;1;4.090.517.997.741.690
andesoms-orders-prod-CancelOrder;1;5.164.331.245.422.360
amplify-andesoms-prod-153635--UserPoolClientLambda-r2HNFlpCPXwR;1;0.0023374557495117188
andesoms-sales-channels-dev-GetAll;1;1.614.371.395.111.080
andesoms-orders-demo-CreditNoteRemoteService;1;0.01743030548095703
andesoms-orders-prod-RemoveItemsFromOrderFromEvent;1;5.164.331.245.422.360
andesoms-sales-channels-demo-Update;1;1.611.976.146.697.990
andesoms-orders-dev-RemoveItemsFromOrderFromEvent;1;0.0169830322265625
andesoms-orders-dev-getOrderTicketsRemoteService;1;0.0028619766235351562
andesoms-orders-prod-ChangeStatusRemoteServiceV4;1;5.164.331.245.422.360
andesoms-orders-dev-ChangeCourier;1;0.0029144287109375
beflow-courier-interactions-dev-getOrderTrackingEnviame;1;4.320.405.960.083.000
andesoms-orders-demo-ChangeCourier;1;0.0028581619262695312
andesoms-sales-channels-dev-ChangeStatusMany;1;1.614.371.395.111.080
andesoms-orders-prod-ChangeStatus;1;5.164.331.245.422.360
andesoms-orders-prod-Cancel;1;5.164.331.245.422.360
andesoms-orders-prod-CancelLogistic;1;5.164.331.245.422.360
andesoms-orders-dev-ChangeStatusMultiple;1;0.006081581115722656
andesoms-orders-demo-ChangeStatusRemoteService;1;0.004042625427246094
beflow-courier-interactions-demo-setTrackingPushBeetrack;1;4.321.249.961.853.020
andesoms-orders-demo-CancelOrderSqs;1;0.008306503295898438
andesoms-orders-dev-GetOne;1;0.0036077499389648438
andesoms-orders-demo-Update;1;0.0034284591674804688
beflow-courier-interactions-dev-proofOfDeliveryOrder;1;4.090.540.885.925.290
andesoms-orders-dev-CancelByExternal;1;0.006155967712402344
amplify-login-verify-auth-challenge-1c0f2c63;1;0.0024404525756835938
andesoms-orders-prod-RemoveShippingPrice;1;5.164.331.245.422.360
andesoms-orders-dev-AssignMultiplesResponsables;1;0.0025491714477539062
amplify-andesoms-demo-132-UpdateRolesWithIDPFuncti-UeyJWt889iHN;1;0.00281524658203125
andesoms-orders-dev-CreditNoteRemoteServiceV2FromEvent;1;0.018133163452148438
amplify-login-verify-auth-challenge-93a17184;1;0.0024404525756835938
andesoms-orders-dev-Delete;1;0.0027589797973632812
beflow-courier-interactions-dev-webhookPedidosYa;1;4.318.337.440.490.720
andesoms-orders-prod-CreditNoteRemoteServiceV2FromEvent;1;5.164.331.245.422.360
beflow-courier-interactions-dev-calculateShippingCost;1;43.201.446.533.203.100
andesoms-orders-dev-MergePdfs;1;0.0027332305908203125
beflow-courier-interactions-demo-createDeliveryOrderV2;1;4.090.750.694.274.900
andesoms-orders-dev-GetAllV2;1;0.010300636291503906
andesoms-orders-demo-returnReport;1;0.018319129943847656
andesoms-sales-channels-demo-ChangeStatusMany;1;1.611.976.146.697.990
andesoms-orders-dev-OrdersConfigurationGet;1;0.0024204254150390625
beflow-courier-interactions-dev-setTrackingPushBluex;1;43.206.586.837.768.500
beflow-courier-interactions-dev-createDeliveryOrderEnviame;1;40.906.524.658.203.100
andesoms-packages-demo-ProcessPackage;1;11.440.805.435.180.600
andesoms-orders-dev-ChangeStatus;1;0.006081581115722656
beflow-courier-interactions-dev-createDeliveryOrderRecibelo;1;4.090.764.999.389.640
amplify-andesoms-dev-121900-a-UserPoolClientLambda-sj9qGAOwV86j;1;0.0023374557495117188
andesoms-orders-prod-FindByFilters;1;5.164.331.245.422.360
andesoms-orders-dev-SacSlaByMerchant;1;0.0028839111328125
andesoms-orders-demo-CronSacSla;1;0.0023775100708007812
andesoms-packages-dev-UpdatePackage;1;2.742.426.586.151.120
andesoms-orders-dev-UploadOrdersFromFile;1;0.006207466125488281
beflow-courier-interactions-dev-orderTrackingPedidosYa;1;4.091.204.643.249.510
beflow-courier-interactions-dev-webhookUberDirect;1;43.184.614.181.518.500
beflow-courier-interactions-dev-getPricesEnviame;1;4.090.612.411.499.020
andesoms-orders-prod-ChangeStoreV2;1;5.164.331.245.422.360
andesoms-packages-demo-CreatePackage;1;32.384.510.040.283.200
andesoms-orders-demo-GetAllOrderDocuments;1;0.0025320053100585938
beflow-courier-interactions-dev-getPricingBluex;1;4.320.777.893.066.400
beflow-courier-interactions-dev-orderTrackingCorreosChile;1;4.091.228.485.107.420
andesoms-sales-channels-demo-GetAll;1;1.611.976.146.697.990
andesoms-orders-prod-GetOne;1;5.164.331.245.422.360
andesoms-orders-prod-ChangeStatusRemoteServiceV3;1;5.164.331.245.422.360
andesoms-orders-demo-RemoteCancelOrder;1;0.008306503295898438
andesoms-packages-dev-UnProcessPackage;1;2.742.426.586.151.120
andesoms-orders-prod-getOrderTicketsRemoteService;1;5.164.331.245.422.360
andesoms-orders-demo-RemoveShippingPriceFromEvent;1;0.0054416656494140625
andesoms-orders-demo-GetOrderDocument;1;0.0023517608642578125
amplify-login-custom-message-1c0f2c63;1;0.0021514892578125
andesoms-orders-prod-OrdersConfigurationGet;1;5.164.331.245.422.360
beflow-courier-interactions-dev-estimateOrderCorreosChile;1;4.320.917.129.516.600
andesoms-orders-dev-RemoveShippingPrice;1;0.005558967590332031
andesoms-orders-dev-ChangeSacStatus;1;0.0032205581665039062
beflow-courier-interactions-dev-setTrackingPushAlas;1;4.320.640.563.964.840
amplify-login-define-auth-challenge-3c1e4216;1;0.0016880035400390625
andesoms-orders-prod-SacSlaByMerchant;1;5.164.331.245.422.360
andesoms-orders-prod-Update;1;5.164.331.245.422.360
beflow-courier-interactions-dev-createDeliveryOrderCorreosChile;1;4.090.843.200.683.590
beflow-courier-interactions-demo-estimateOrderUberDirect;1;4.318.617.820.739.740
beflow-courier-interactions-dev-createDeliveryOrderNomad;1;4.090.811.729.431.150
beflow-courier-interactions-demo-calculateShippingCost;1;4.320.230.484.008.780
andesoms-sales-channels-demo-GetOne;1;1.611.976.146.697.990
andesoms-orders-dev-CreditNoteRemoteService;1;0.018133163452148438
beflow-courier-interactions-dev-cancelShippingOrderCorreosChile;1;4.090.907.096.862.790
andesoms-orders-prod-ArchivedSF;1;5.164.331.245.422.360
andesoms-orders-dev-ChangeStatusRemoteService;1;0.004141807556152344
andesoms-orders-dev-ChangeStore;1;0.0047321319580078125
andesoms-packages-demo-RemoveItemFromPackage;1;11.440.805.435.180.600
andesoms-orders-demo-GetManualIncidences;1;0.0023241043090820312
beflow-courier-interactions-demo-createDeliveryOrderBeetrack;1;4.090.882.301.330.560
beflow-courier-interactions-dev-createDeliveryOrderUberDirect;1;4.090.823.173.522.940
beflow-courier-interactions-dev-cancelShippingOrderNomad;1;4.090.862.274.169.920
andesoms-orders-demo-MergePdfs;1;0.0026683807373046875
andesoms-orders-demo-ChangeStatusRemoteServiceV4;1;0.026338577270507812
andescc-dte-dev-createDocument;1;31.533.565.521.240.200
andesoms-orders-demo-RemoveItemsFromOrderWithAuthorizer;1;0.01641082763671875
andesoms-orders-demo-CreditNoteRemoteServiceV2;1;0.01743030548095703
beflow-courier-interactions-dev-createDeliveryOrder;1;4.090.529.441.833.490
andesoms-orders-dev-GetManualIncidences;1;0.0023593902587890625
beflow-courier-interactions-dev-createDeliveryOrderBluex;1;4.090.694.427.490.230
andesoms-sales-channels-dev-Create;1;1.614.371.395.111.080
andesoms-orders-demo-ReceiveTestPost;1;0.0033521652221679688
andesoms-orders-demo-GetManyOrdersByCustom;1;0.0025701522827148438
andesoms-orders-prod-AssignMultiplesResponsables;1;5.164.331.245.422.360
andesoms-orders-prod-UploadOrdersFromFile;1;5.164.331.245.422.360
andesoms-orders-dev-Assign;1;0.0024442672729492188
amplify-login-define-auth-challenge-1c0f2c63;1;0.0016880035400390625
andesoms-orders-prod-RemoveShippingPriceFromEvent;1;5.164.331.245.422.360
andesoms-orders-dev-ChangeStatusRemoteServiceV3;1;0.039783477783203125
andesoms-orders-demo-RemoveItemsFromOrder;1;0.01641082763671875
beflow-courier-interactions-dev-cancelShippingOrderPedidosYa;1;4.090.893.745.422.360
andesoms-orders-demo-CancelLogistic;1;0.0179290771484375
andesoms-packages-demo-UpdatePackage;1;11.440.805.435.180.600
amplify-login-create-auth-challenge-1c0f2c63;1;0.00112152099609375
andesoms-orders-demo-ChangeStatusRemoteServiceV2;1;0.0066280364990234375
amplify-andesoms-dev-1219-UpdateRolesWithIDPFuncti-S2TVvQ8Lm1XO;1;0.0029773712158203125
andesoms-orders-prod-GetOrderDocumentExternally;1;5.164.331.245.422.360
andesoms-orders-prod-GetAllV2;1;5.164.331.245.422.360
beflow-courier-interactions-dev-getTrackingPullBluex;1;4.090.188.980.102.530
andesoms-orders-demo-ChangeStatus;1;0.0059223175048828125
andesoms-orders-demo-GetAllV2;1;0.010028839111328125
andesoms-packages-demo-AddMarketingProductToPackage;1;11.440.805.435.180.600
andesoms-orders-prod-RemoveItemsFromOrder;1;5.164.331.245.422.360
andesoms-packages-dev-RemoveItemFromPackage;1;2.742.426.586.151.120
amplify-login-custom-message-3c1e4216;1;0.0021514892578125
andesoms-orders-prod-CancelByExternal;1;5.164.331.245.422.360
beflow-courier-interactions-dev-setTrackingPushBeetrack;1;4.321.175.575.256.340
andesoms-orders-dev-Cancel;1;0.006155967712402344
andesoms-packages-dev-GetOrderPackages;1;2.742.426.586.151.120
andesoms-sales-channels-dev-GetOne;1;1.614.371.395.111.080
andesoms-orders-dev-RemoteCancelOrder;1;0.0085601806640625
andesoms-orders-demo-getOrderTicketsRemoteService;1;0.0028057098388671875
andesoms-orders-dev-CancelOrder;1;0.0085601806640625
andesoms-orders-demo-OrdersConfigurationGet;1;0.0023784637451171875
andesoms-orders-prod-CreditNoteRemoteService;1;5.164.331.245.422.360
andesoms-orders-dev-RemoveItemsFromOrderWithAuthorizer;1;0.0169830322265625
andesoms-sales-channels-dev-GetPossibleSalesChannels;1;1.614.371.395.111.080
andesoms-orders-prod-UpdateLineItemSku;1;5.164.331.245.422.360
